ktc_kepler_id,sci_data_set_name,fits,start,end,duration,energy
7969754,KPLR007969754-2012004120508,0079/007969754/kplr007969754-2012004120508_llc.fits,1035.5155,1035.7404,0.2249,38.42666052798512
7969754,KPLR007969754-2012004120508,0079/007969754/kplr007969754-2012004120508_llc.fits,1085.31,1085.4735,0.1635,37.70854403265553
7969754,KPLR007969754-2013011073258,0079/007969754/kplr007969754-2013011073258_llc.fits,1444.9828,1445.1053,0.1225,37.72127278494389
7969754,KPLR007969754-2011177032512,0079/007969754/kplr007969754-2011177032512_llc.fits,863.0753,863.1775,0.1022,37.13194230869679
7969754,KPLR007969754-2011271113734,0079/007969754/kplr007969754-2011271113734_llc.fits,965.4096,965.4709,0.0613,36.62450229242752
7969754,KPLR007969754-2010265121752,0079/007969754/kplr007969754-2010265121752_llc.fits,600.0568,600.1181,0.0613,36.43547658271253
7969754,KPLR007969754-2013011073258,0079/007969754/kplr007969754-2013011073258_llc.fits,1449.9888,1450.05,0.0612,36.592603202924494
7969754,KPLR007969754-2010265121752,0079/007969754/kplr007969754-2010265121752_llc.fits,575.1686,575.2095,0.0409,36.60613493167088
7969754,KPLR007969754-2010355172524,0079/007969754/kplr007969754-2010355172524_llc.fits,692.6793,692.7202,0.0409,36.29324628900845
7969754,KPLR007969754-2012277125453,0079/007969754/kplr007969754-2012277125453_llc.fits,1299.5189,1299.5598,0.0409,36.476425358924814
7969754,KPLR007969754-2012004120508,0079/007969754/kplr007969754-2012004120508_llc.fits,1081.1213,1081.1621,0.0408,36.10510296762175
5782376,KPLR005782376-2011073133259,0057/005782376/kplr005782376-2011073133259_llc.fits,780.0512,780.2759,0.2248,
5782376,KPLR005782376-2011177032512,0057/005782376/kplr005782376-2011177032512_llc.fits,894.4223,894.6266,0.2044,
5782376,KPLR005782376-2011177032512,0057/005782376/kplr005782376-2011177032512_llc.fits,875.3774,875.5818,0.2044,
5782376,KPLR005782376-2010078095331,0057/005782376/kplr005782376-2010078095331_llc.fits,358.915,359.058,0.143,
5782376,KPLR005782376-2012277125453,0057/005782376/kplr005782376-2012277125453_llc.fits,1334.3383,1334.4813,0.143,
5782376,KPLR005782376-2012179063303,0057/005782376/kplr005782376-2012179063303_llc.fits,1188.5198,1188.5607,0.0409,
5818205,KPLR005818205-2010355172524,0058/005818205/kplr005818205-2010355172524_llc.fits,644.2949,644.5196,0.2248,40.22946356388221
5818205,KPLR005818205-2012004120508,0058/005818205/kplr005818205-2012004120508_llc.fits,1012.5289,1012.5698,0.0408,38.531893811762224
8517303,KPLR008517303-2010078095331,0085/008517303/kplr008517303-2010078095331_llc.fits,437.6252,437.85,0.2248,38.200060476382205
8517303,KPLR008517303-2009350155506,0085/008517303/kplr008517303-2009350155506_llc.fits,262.1868,262.3911,0.2043,38.24785694647712
8517303,KPLR008517303-2011177032512,0085/008517303/kplr008517303-2011177032512_llc.fits,904.9862,905.17,0.1839,38.07807440908407
8517303,KPLR008517303-2011271113734,0085/008517303/kplr008517303-2011271113734_llc.fits,913.119,913.262,0.143,37.73546783341615
8517303,KPLR008517303-2013011073258,0085/008517303/kplr008517303-2013011073258_llc.fits,1434.5828,1434.7053,0.1225,37.91744073698911
8517303,KPLR008517303-2010265121752,0085/008517303/kplr008517303-2010265121752_llc.fits,543.6183,543.7205,0.1022,37.32272883676394
